,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre
188,SKET Dance,unkown,SKET DANCE,Finished,32.0,288.0,False,193,8.38,10358,453,26558,1316,"Kaimei High School is full of eccentric individuals, students, and teachers alike. Amongst the school's many clubs is the SKET Brigade, officially known as the Living Assistance Club. Comprised of the somewhat idiotic Yuusuke ""Bossun"" Fujisaki, the gallant Hime ""Himeko"" Onizuka, and the silent but surprisingly popular Kazuyoshi ""Switch"" Usui, the SKET Brigade is dedicated to solving various problems on campus. However, the club rarely receives requests, so the members spend most of their time messing around with random, trivial matters. Both hilarious and heartwarming, SKET Dance is a lighthearted comedy following the daily high school lives of an odd trio of friends. [Written by MAL Rewrite]","Jul  14, 2007 to Jul  8, 2013","'Comedy', 'Drama', 'School', 'Shounen'"
189,Hadashi no Gen,Barefoot Gen,はだしのゲン,Finished,10.0,54.0,False,194,8.38,1994,1705,8177,162,"1945, Japan. Gen Nakaoka is a spirited six-year-old boy who lives with his poor yet loving family in wartime Hiroshima. As the second World War rages on, Gen's father Daikichi stands among the few outspoken who are opposed to the emperor and stand for the innocent civilians bearing the brunt of the war. However, in a society with nothing but feverous support for their nation, Gen and his family are ostracized as traitors. Unbeknownst to them, a terrible fate awaits the people of Hiroshima... One quiet morning, the US forces drop an atomic bomb on Hiroshima. In an instant, the city is completely destroyed, leaving thousands dead and many more exposed to radiation. Though Gen manages to survive the blast, he finds his life irreversibly changed. Regrouping with what's left of his family, Gen must now grapple with starvation, destitution, and an unsympathetic public who see survivors as little more than disease-ridden beggars. Based on author Keiji Nakazawa's real-life experiences, Hadashi no Gen follows Gen and his fellow survivors in their struggle to survive in post-war Hiroshima. Gen resolves to soldier on with unwavering determination, while never forgiving those who caused the atrocity, never forgetting the pain of the bomb, and never letting his spirit be broken by the tragedy. [Written by MAL Rewrite]","May  22, 1973 to Sep  10, 1974","'Drama', 'Historical', 'Shounen'"
190,Annarasumanara,Annarasumanara,안나라수마나라,Finished,3.0,27.0,False,189,8.38,23788,188,54478,2565,"There is a rumor that a magician lives in the tent by the abandoned theme park; some even say his magic is real. However, before he starts his show, he always asks his audience: ""Do you believe in magic?"" For Yoon Ah-ee, magic seems like a distant memory. Faced with the harsh reality of poverty, she spends all her time studying, working, and taking care of her younger sister in the absence of their parents. She no longer believes in the wonders of magic, just like her skeptical classmate Na Il-Deung, who has been brought up to believe that a good education is the only way to approach life. When Ah-ee stumbles into the abandoned theme park and has a chance encounter with the magician, her life is changed forever. Annarasumanara reveals a philosophical, heartwarming, and thought-provoking story of what it means to grow up into the person you want to be. [Written by MAL Rewrite]","Jul  2, 2010 to Dec  31, 2010","'Mystery', 'Drama', 'Romance', 'School', 'Psychological', 'Seinen'"
191,Imawa no Kuni no Alice,Alice in Borderland,今際の国のアリス,Finished,18.0,87.0,False,190,8.38,13621,311,37726,1738,"Feeling unsettled about the future, high school student Ryouhei Arisu often escapes the reality of life. After hanging out at a bar, Arisu and his best friends, Daikichi Karube and Chouta Segawa, wait for the first train to arrive in the morning. Suddenly, a colorful array of fireworks set off in the sky, and an enormous blinding firework renders them unconscious. The trio finds themselves back at the bar covered in dust, discovering that the city has become a barren wasteland. But instead of being worried, Arisu feels alive for the very first time in his life and relishes the freedom of this lifeless city. However, his bliss is cut short when the group rashly enters a festival venue. Seeing its delicacies and lively ambiance, they think the place is a dream; unbeknownst to them, it will be the setting for their first deadly game. Together with his friends, Arisu slowly enters the mysterious area known as the Borderland—an unknown country where every game puts their lives at stake, and a single misstep can lead to their demise. [Written by MAL Rewrite]","Nov  25, 2010 to Mar  2, 2016","'Action', 'Horror', 'Shounen', 'Supernatural', 'Psychological'"
192,Ookami Kodomo no Ame to Yuki,Wolf Children: Ame & Yuki,おおかみこどもの雨と雪,Finished,3.0,16.0,False,191,8.38,8411,632,19599,469,"The story covers 13 years and begins with a 19-year-old college student named Hana who encounters and falls in ""fairy tale-like"" love with a ""wolf man."" After marrying the wolf man, Hana gives birth and raises two wolf children—an older sister named Yuki who was born on a snowy day, and a younger brother named Ame who was born on a rainy day. The four quietly lived in a corner of a city to conceal the existence of the ""wolf children,"" but when the wolf man suddenly dies, Hana decides to move to a rural town far removed from the city. (Source: ANN)","Apr  4, 2012 to Aug  3, 2013","'Drama', 'Fantasy', 'Romance', 'Slice of Life', 'Seinen'"
193,Mahoutsukai no Yome,The Ancient Magus' Bride,魔法使いの嫁,Publishing,unkown,unkown,True,188,8.38,19694,129,75734,3524,"Despite having the ability to see otherworldly creatures, Chise Hatori has never considered herself lucky. Ever since her parents abandoned her at a young age, it has been the center of her hardship, driving her to the point of selling herself to the slave market, just to secure a place she can call home. Presented to the bidders as a rare ''Sleigh Beggy''—beings who have an unusually high affinity to magical energies—Chise's last remaining hope appears in the form of Elias Ainsworth, a mysterious magus more beast than man. Rather than keep her as a slave, he has decided to make her his apprentice, as well as his bride. Chise is not only physically transported to the English countryside where Elias lives, but also introduced to a world where wondrous things such as fairies and dragons are the norm. But she soon realizes there is as much to fear in her new life as there is to marvel at. And lying at the heart of it all is the question of whether she has fallen into the hands of something much darker than her own inner demons. [Written by MAL Rewrite]","Nov  30, 2013 to present","'Fantasy', 'Magic', 'Shounen', 'Slice of Life'"
194,Umineko no Naku Koro ni Chiru,unkown,うみねこのなく頃に 散,Finished,7.0,unkown,False,200,8.37,744,5061,2695,146,"Looking for information on the light novel Umineko no Naku Koro ni Chiru? Find out more with MyAnimeList, the world's most active online anime and manga community and database.","Jul  13, 2012 to Sep  30, 2018","'Mystery', 'Fantasy', 'Horror', 'Supernatural', 'Psychological', 'Thriller'"
195,Versailles no Bara,Rose of Versailles,ベルサイユのばら,Finished,10.0,82.0,False,207,8.36,3446,1194,11542,528,"Hoping to unite their countries with an alliance, The Empress of Austria arranges her daughter, the delightful yet spoiled Marie Antoinette, to marry the crown prince of France, Louis XVI. Upon arriving in Versailles, the Austrian princess meets Oscar Francois de Jarjayes, Captain of the Royal Guards—a seemingly dashing young man—but to Antoinette's astonishment, he is in fact a woman! The youngest daughter of a noble family with a prominent lack of a male heir, Oscar was raised as a boy to continue the family's military legacy. Suffocated by the rigid rules associated with her new position and longing for companionship, Antoinette immediately takes a liking to this intriguing young woman, and wastes no time befriending her. However, as the childish new queen foolishly abuses her power, Oscar is conflicted between maintaining her loyalty to the royal family and addressing the growing concern of poverty among the common people. Recalling the events of the French Revolution, Versailles no Bara depicts the struggles of two women unjustly burdened by family expectations. Yet, despite being forced to deny their identities at the expense of personal happiness, they march on to become key players in the annals of history. [Written by MAL Rewrite]",1972 to  1973,"'Drama', 'Historical', 'Romance', 'Shoujo', 'Military'"
196,Kanata kara,From Far Away,彼方から,Finished,14.0,57.0,False,195,8.37,5197,1037,12902,613,"On her way home from school one day, Noriko is unexpectedly plunged into a strange and extraordinary fantasy world. Her troubles compound exponentially when she is rescued and befriended by a handsome young man by the name of Izark. He may be brave and courageous, but inside Izark lurks the darkest evil imaginable. And according to an ancient prophecy, Noriko possesses the power to unleash that evil. Now, inexorably bound together, these two unlikely allies must navigate a world both wondrous and hostile. (Source: VIZ Media)","Sep  24, 1991 to Jan  24, 2003","'Adventure', 'Demons', 'Fantasy', 'Romance', 'Shoujo'"
197,Tobaku Hakairoku Kaiji,unkown,賭博破戒録カイジ,Finished,13.0,134.0,False,196,8.37,3208,1816,7644,151,"After Kaiji's showdown with Chairman Hyoudou at Starside Hotel, Kaiji is forced into labor at an underground mine. With meager wages each day, he will work for decades unless he doesn't do something. Now Kaiji must wager his earnings in underground Chinchirorin gambles for a ticket to the rest of the world. But even if he surfaces, he only has one chance to pay back his enormous debt, and that is by challenging the ""unbeatable"" Pachinko machine, The Bog. (Source: MU)",Nov  2000 to Apr  2004,"'Drama', 'Game'"
